station,date,prcp,tobs
USC00513117,18/1/13,0,62
USC00513117,19/1/13,0,67
USC00513117,20/1/13,0,68
USC00513117,21/1/13,0,70
USC00513117,22/1/13,0,70
USC00513117,23/1/13,0,70
USC00513117,24/1/13,0.71,67
USC00513117,25/1/13,0.59,64
USC00513117,26/1/13,0,65
USC00513117,27/1/13,0.03,74
USC00513117,28/1/13,2.6,64
USC00513117,29/1/13,0.71,65
USC00513117,30/1/13,0,64
USC00513117,31/1/13,0,70
USC00513117,1/2/13,0,69
USC00513117,2/2/13,0,70
USC00513117,3/2/13,0,67
USC00513117,4/2/13,0,70
USC00513117,5/2/13,0,70
USC00513117,6/2/13,0,70
USC00513117,7/2/13,0.16,70
USC00513117,8/2/13,0.01,70
USC00513117,9/2/13,0,69
USC00513117,10/2/13,0.02,70
USC00513117,11/2/13,0.07,69
USC00513117,12/2/13,0.02,68
USC00513117,13/2/13,0.02,68
USC00513117,14/2/13,0,68
USC00513117,15/2/13,0,69
USC00513117,16/2/13,0.04,70
USC00513117,17/2/13,0,68
USC00513117,18/2/13,0,70
USC00513117,19/2/13,0.12,69
USC00513117,20/2/13,0.11,70
USC00513117,21/2/13,0.05,69
USC00513117,22/2/13,0.83,69
USC00513117,23/2/13,0.23,69
USC00513117,24/2/13,0.09,69
USC00513117,25/2/13,0.02,68
USC00513117,26/2/13,0.08,69
USC00513117,27/2/13,0.03,70
USC00513117,28/2/13,0,70
USC00513117,1/3/13,0,69
USC00513117,2/3/13,0,70
USC00513117,3/3/13,0,70
USC00513117,4/3/13,0,70
USC00513117,5/3/13,0,70
USC00513117,6/3/13,0.02,69
USC00513117,7/3/13,0.06,66
USC00513117,8/3/13,0.15,61
USC00513117,9/3/13,0.1,70
USC00513117,10/3/13,1.69,68
USC00513117,11/3/13,0.8,62
USC00513117,12/3/13,0.01,66
USC00513117,13/3/13,0.03,64
USC00513117,14/3/13,0,66
USC00513117,15/3/13,0,62
USC00513117,16/3/13,0,74
USC00513117,17/3/13,0,63
USC00513117,18/3/13,0.49,59
USC00513117,19/3/13,0,63
USC00513117,20/3/13,0,63
USC00513117,21/3/13,0,76
USC00513117,22/3/13,0,73
USC00513117,23/3/13,0.11,66
USC00513117,24/3/13,0.43,70
USC00513117,25/3/13,0.8,67
USC00513117,26/3/13,0.03,67
USC00513117,27/3/13,0,70
USC00513117,28/3/13,0.07,69
USC00513117,29/3/13,0.07,69
USC00513117,30/3/13,0.05,69
USC00513117,31/3/13,0.02,64
USC00513117,1/4/13,0,63
USC00513117,2/4/13,0,63
USC00513117,3/4/13,0.02,64
USC00513117,4/4/13,0.07,65
USC00513117,5/4/13,0,70
USC00513117,6/4/13,0,72
USC00513117,7/4/13,0.01,73
USC00513117,8/4/13,0,71
USC00513117,9/4/13,0.02,71
USC00513117,10/4/13,0.03,71
USC00513117,11/4/13,0.01,68
USC00513117,12/4/13,0,73
USC00513117,13/4/13,0.01,70
USC00513117,14/4/13,0,75
USC00513117,15/4/13,0.43,69
USC00513117,16/4/13,0.19,65
USC00513117,17/4/13,0,72
USC00513117,18/4/13,0,72
USC00513117,19/4/13,0.03,71
USC00513117,20/4/13,0.11,77
USC00513117,21/4/13,0,71
USC00513117,22/4/13,0.44,70
USC00513117,23/4/13,0.37,74
USC00513117,24/4/13,0.76,67
USC00513117,25/4/13,0.94,70
USC00513117,26/4/13,0,72
USC00513117,27/4/13,0,70
USC00513117,28/4/13,0,68
USC00513117,29/4/13,0,74
USC00513117,30/4/13,0,70
USC00513117,1/5/13,0.04,73
USC00513117,2/5/13,0,73
USC00513117,3/5/13,0,72
USC00513117,4/5/13,0,70
USC00513117,5/5/13,1.05,72
USC00513117,6/5/13,0.09,69
USC00513117,7/5/13,0,66
USC00513117,8/5/13,0,69
USC00513117,9/5/13,0,70
USC00513117,10/5/13,0.1,70
USC00513117,11/5/13,0.09,74
USC00513117,12/5/13,0.22,68
USC00513117,13/5/13,0.95,73
USC00513117,14/5/13,0.01,73
USC00513117,15/5/13,0,74
USC00513117,16/5/13,0,74
USC00513117,17/5/13,0,74
USC00513117,18/5/13,0,79
USC00513117,19/5/13,0.02,69
USC00513117,20/5/13,0.54,68
USC00513117,21/5/13,0,66
USC00513117,22/5/13,0,69
USC00513117,23/5/13,0,73
USC00513117,24/5/13,0,75
USC00513117,25/5/13,0.12,74
USC00513117,26/5/13,0.18,75
USC00513117,27/5/13,0.02,74
USC00513117,28/5/13,0.06,73
USC00513117,29/5/13,0.21,71
USC00513117,30/5/13,0.74,77
USC00513117,31/5/13,0.04,74
USC00513117,1/6/13,0.05,75
USC00513117,2/6/13,0.02,75
USC00513117,3/6/13,0.02,75
USC00513117,4/6/13,0,75
USC00513117,5/6/13,0,74
USC00513117,6/6/13,0.03,74
USC00513117,7/6/13,0,74
USC00513117,8/6/13,0,75
USC00513117,9/6/13,0,75
USC00513117,10/6/13,0.02,74
USC00513117,11/6/13,0,75
USC00513117,12/6/13,0,75
USC00513117,13/6/13,0.02,74
USC00513117,14/6/13,0.08,72
USC00513117,15/6/13,0.01,74
USC00513117,16/6/13,0,74
USC00513117,17/6/13,0.01,74
USC00513117,18/6/13,0.02,74
USC00513117,19/6/13,0,74
USC00513117,20/6/13,0,72
USC00513117,21/6/13,0.22,70
USC00513117,22/6/13,0.27,75
USC00513117,23/6/13,0.03,74
USC00513117,24/6/13,0.02,71
USC00513117,25/6/13,0.05,71
USC00513117,26/6/13,1,70
USC00513117,27/6/13,0.1,73
USC00513117,28/6/13,0.02,71
USC00513117,29/6/13,0.22,71
USC00513117,30/6/13,0.01,77
USC00513117,2/7/13,0.02,75
USC00513117,3/7/13,0.18,72
USC00513117,4/7/13,0.01,75
USC00513117,5/7/13,0,69
USC00513117,6/7/13,0,72
USC00513117,7/7/13,0,78
USC00513117,8/7/13,0.03,75
USC00513117,9/7/13,0,76
USC00513117,10/7/13,0.15,75
USC00513117,11/7/13,0.05,74
USC00513117,12/7/13,0.06,74
USC00513117,13/7/13,0.01,75
USC00513117,14/7/13,0,77
USC00513117,15/7/13,0,73
USC00513117,16/7/13,0,75
USC00513117,17/7/13,0,77
USC00513117,18/7/13,0.03,75
USC00513117,19/7/13,0.05,74
USC00513117,20/7/13,0.05,75
USC00513117,21/7/13,0.01,79
USC00513117,22/7/13,0.3,74
USC00513117,23/7/13,0.83,73
USC00513117,24/7/13,0,76
USC00513117,25/7/13,0,75
USC00513117,26/7/13,0,75
USC00513117,28/7/13,,77
USC00513117,29/7/13,0.16,75
USC00513117,30/7/13,0.08,78
USC00513117,31/7/13,0.08,76
USC00513117,1/8/13,0.06,75
USC00513117,2/8/13,0,76
USC00513117,3/8/13,0.04,77
USC00513117,4/8/13,0.03,78
USC00513117,5/8/13,0.02,76
USC00513117,6/8/13,0,76
USC00513117,7/8/13,0,81
USC00513117,8/8/13,0,75
USC00513117,9/8/13,0.01,72
USC00513117,10/8/13,1.9,72
USC00513117,11/8/13,1.09,76
USC00513117,12/8/13,0.03,76
USC00513117,13/8/13,0,76
USC00513117,14/8/13,0.05,76
USC00513117,15/8/13,0,76
USC00513117,16/8/13,0.07,75
USC00513117,17/8/13,0,77
USC00513117,18/8/13,0,77
USC00513117,19/8/13,0,74
USC00513117,20/8/13,0,73
USC00513117,21/8/13,0.57,73
USC00513117,22/8/13,0,76
USC00513117,23/8/13,0,77
USC00513117,24/8/13,0,78
USC00513117,25/8/13,0,77
USC00513117,26/8/13,0,84
USC00513117,27/8/13,0,76
USC00513117,28/8/13,0,73
USC00513117,29/8/13,0.05,72
USC00513117,30/8/13,0.04,76
USC00513117,31/8/13,0,83
USC00513117,1/9/13,0.03,76
USC00513117,2/9/13,0.01,76
USC00513117,3/9/13,0,78
USC00513117,4/9/13,0.16,75
USC00513117,5/9/13,0,71
USC00513117,6/9/13,0,73
USC00513117,7/9/13,0.55,73
USC00513117,8/9/13,0.1,77
USC00513117,9/9/13,0.05,76
USC00513117,10/9/13,0,76
USC00513117,11/9/13,0.03,76
USC00513117,12/9/13,0,75
USC00513117,13/9/13,0.51,74
USC00513117,14/9/13,0.18,76
USC00513117,15/9/13,0.2,78
USC00513117,16/9/13,0,78
USC00513117,17/9/13,0.05,77
USC00513117,18/9/13,0.06,78
USC00513117,19/9/13,0.06,77
USC00513117,20/9/13,0.01,76
USC00513117,21/9/13,0.02,84
USC00513117,22/9/13,0.07,77
USC00513117,23/9/13,0.03,77
USC00513117,24/9/13,0.1,77
USC00513117,25/9/13,0.09,75
USC00513117,26/9/13,0.05,75
USC00513117,27/9/13,0,77
USC00513117,28/9/13,0,78
USC00513117,29/9/13,0.08,79
USC00513117,30/9/13,0.06,76
USC00513117,1/10/13,0,77
USC00513117,2/10/13,0,77
USC00513117,3/10/13,0,77
USC00513117,4/10/13,0.01,76
USC00513117,5/10/13,0.01,73
USC00513117,6/10/13,0.33,76
USC00513117,7/10/13,0,75
USC00513117,8/10/13,0.04,76
USC00513117,9/10/13,0.05,76
USC00513117,10/10/13,0.15,72
USC00513117,11/10/13,0.17,72
USC00513117,12/10/13,0.63,76
USC00513117,13/10/13,0,78
USC00513117,14/10/13,0.16,73
USC00513117,15/10/13,0.02,71
USC00513117,16/10/13,0.27,71
USC00513117,17/10/13,0,73
USC00513117,18/10/13,0.02,73
USC00513117,19/10/13,0,71
USC00513117,20/10/13,0,72
USC00513117,21/10/13,0,69
USC00513117,22/10/13,0,71
USC00513117,23/10/13,0,72
USC00513117,24/10/13,0.02,73
USC00513117,25/10/13,0.11,72
USC00513117,26/10/13,0,75
USC00513117,27/10/13,0,72
USC00513117,28/10/13,0.7,72
USC00513117,29/10/13,0.02,76
USC00513117,30/10/13,0,73
USC00513117,31/10/13,0.07,73
USC00513117,1/11/13,0,76
USC00513117,2/11/13,0.09,73
USC00513117,3/11/13,0,77
USC00513117,4/11/13,0.12,75
USC00513117,5/11/13,0.01,72
USC00513117,6/11/13,0.27,71
USC00513117,7/11/13,0.16,69
USC00513117,8/11/13,0.04,73
USC00513117,9/11/13,0.76,74
USC00513117,10/11/13,3.03,74
USC00513117,11/11/13,0.27,76
USC00513117,12/11/13,0.26,65
USC00513117,13/11/13,0.12,65
USC00513117,14/11/13,0,71
USC00513117,15/11/13,0.76,72
USC00513117,16/11/13,0.01,76
USC00513117,17/11/13,0,73
USC00513117,18/11/13,0.06,76
USC00513117,19/11/13,0,70
USC00513117,20/11/13,0,71
USC00513117,21/11/13,0,72
USC00513117,22/11/13,0,70
USC00513117,23/11/13,0.1,74
USC00513117,24/11/13,0.02,67
USC00513117,25/11/13,0,74
USC00513117,26/11/13,0,74
USC00513117,27/11/13,0,70
USC00513117,28/11/13,0.02,72
USC00513117,29/11/13,0.13,73
USC00513117,30/11/13,0.73,77
USC00513117,1/12/13,0,76
USC00513117,2/12/13,0.93,70
USC00513117,3/12/13,0.8,71
USC00513117,4/12/13,0,69
USC00513117,5/12/13,0,67
USC00513117,6/12/13,0,69
USC00513117,7/12/13,0,71
USC00513117,8/12/13,0,69
USC00513117,9/12/13,0,72
USC00513117,10/12/13,0.01,76
USC00513117,11/12/13,0.13,75
USC00513117,12/12/13,0,72
USC00513117,13/12/13,0.01,75
USC00513117,14/12/13,0,71
USC00513117,15/12/13,0,69
USC00513117,16/12/13,1.31,68
USC00513117,17/12/13,0.01,68
USC00513117,18/12/13,0.01,72
USC00513117,19/12/13,1,70
USC00513117,20/12/13,0.41,72
USC00513117,21/12/13,0.01,75
USC00513117,22/12/13,0.02,69
USC00513117,23/12/13,0.02,72
USC00513117,24/12/13,0.01,73
USC00513117,25/12/13,0.02,73
USC00513117,26/12/13,0.02,72
USC00513117,27/12/13,0,73
USC00513117,28/12/13,0.02,74
USC00513117,29/12/13,0.03,73
USC00513117,30/12/13,0,72
USC00513117,31/12/13,0.09,68
USC00513117,1/1/14,0,68
USC00513117,2/1/14,0,75
USC00513117,3/1/14,1.59,67
USC00513117,4/1/14,0.01,71
USC00513117,5/1/14,0.02,69
USC00513117,6/1/14,0.19,66
USC00513117,7/1/14,0.01,71
USC00513117,8/1/14,0,71
USC00513117,9/1/14,0.12,66
USC00513117,10/1/14,0,72
USC00513117,11/1/14,0.14,68
USC00513117,12/1/14,0,79
USC00513117,13/1/14,0,77
USC00513117,14/1/14,0.89,72
USC00513117,15/1/14,0.19,68
USC00513117,16/1/14,0.04,72
USC00513117,17/1/14,0,69
USC00513117,18/1/14,0.03,67
USC00513117,19/1/14,0,67
USC00513117,20/1/14,0.02,66
USC00513117,21/1/14,0,72
USC00513117,22/1/14,0.65,71
USC00513117,23/1/14,0,65
USC00513117,24/1/14,0,62
USC00513117,25/1/14,0,67
USC00513117,26/1/14,0,75
USC00513117,27/1/14,0.31,68
USC00513117,28/1/14,0.43,70
USC00513117,29/1/14,0.51,69
USC00513117,30/1/14,0.2,66
USC00513117,31/1/14,0,68
USC00513117,1/2/14,0.12,74
USC00513117,2/2/14,0.27,68
USC00513117,3/2/14,0,69
USC00513117,4/2/14,0.88,67
USC00513117,5/2/14,0.39,71
USC00513117,6/2/14,0.05,72
USC00513117,7/2/14,0.06,70
USC00513117,8/2/14,1.1,68
USC00513117,9/2/14,0.36,72
USC00513117,10/2/14,0.01,72
USC00513117,11/2/14,0,69
USC00513117,12/2/14,0,72
USC00513117,13/2/14,0,70
USC00513117,14/2/14,0.01,74
USC00513117,15/2/14,0.33,73
USC00513117,16/2/14,0.04,73
USC00513117,17/2/14,0.29,74
USC00513117,18/2/14,0.16,72
USC00513117,19/2/14,0.81,71
USC00513117,20/2/14,0.01,72
USC00513117,21/2/14,0.12,70
USC00513117,22/2/14,0.13,71
USC00513117,23/2/14,0,81
USC00513117,24/2/14,0,70
USC00513117,25/2/14,0.01,67
USC00513117,26/2/14,0.08,66
USC00513117,27/2/14,0.09,69
USC00513117,28/2/14,0.04,73
USC00513117,1/3/14,0.16,72
USC00513117,2/3/14,0.34,70
USC00513117,3/3/14,0.26,66
USC00513117,4/3/14,0,62
USC00513117,5/3/14,0,66
USC00513117,6/3/14,0,65
USC00513117,7/3/14,0.12,74
USC00513117,8/3/14,0.94,67
USC00513117,9/3/14,0.34,72
USC00513117,10/3/14,0.05,73
USC00513117,11/3/14,0.05,72
USC00513117,12/3/14,0,72
USC00513117,13/3/14,0,73
USC00513117,14/3/14,0.08,71
USC00513117,15/3/14,0.1,70
USC00513117,16/3/14,0.01,69
USC00513117,17/3/14,0.04,68
USC00513117,18/3/14,0,69
USC00513117,19/3/14,0.01,71
USC00513117,20/3/14,0,70
USC00513117,21/3/14,0.02,72
USC00513117,22/3/14,0,70
USC00513117,23/3/14,0,72
USC00513117,24/3/14,0,72
USC00513117,25/3/14,0.02,71
USC00513117,26/3/14,0.45,74
USC00513117,27/3/14,0.4,72
USC00513117,28/3/14,1.7,69
USC00513117,29/3/14,1.6,70
USC00513117,30/3/14,0.93,73
USC00513117,31/3/14,0.03,78
USC00513117,1/4/14,0.03,75
USC00513117,2/4/14,0.2,73
USC00513117,3/4/14,0.05,73
USC00513117,4/4/14,0.01,78
USC00513117,5/4/14,0.03,73
USC00513117,6/4/14,0.1,67
USC00513117,7/4/14,0.23,70
USC00513117,8/4/14,0.02,69
USC00513117,9/4/14,0,70
USC00513117,10/4/14,0,69
USC00513117,11/4/14,0.01,70
USC00513117,12/4/14,0.39,70
USC00513117,13/4/14,0.01,72
USC00513117,14/4/14,0.01,72
USC00513117,15/4/14,0.01,71
USC00513117,16/4/14,0.06,72
USC00513117,18/4/14,0.05,74
USC00513117,19/4/14,0.14,74
USC00513117,20/4/14,0.03,72
USC00513117,21/4/14,0.09,69
USC00513117,22/4/14,0.12,73
USC00513117,23/4/14,0,74
USC00513117,24/4/14,0,73
USC00513117,25/4/14,0.26,72
USC00513117,26/4/14,0.02,73
USC00513117,27/4/14,0.2,70
USC00513117,28/4/14,0.32,68
USC00513117,29/4/14,0,72
USC00513117,1/5/14,0.02,66
USC00513117,2/5/14,0.57,69
USC00513117,3/5/14,0.3,71
USC00513117,4/5/14,0.01,72
USC00513117,5/5/14,0.02,72
USC00513117,6/5/14,0.19,72
USC00513117,7/5/14,0,74
USC00513117,8/5/14,0.02,71
USC00513117,9/5/14,0.13,70
USC00513117,10/5/14,0.09,73
USC00513117,11/5/14,0.17,76
USC00513117,12/5/14,0.48,73
USC00513117,13/5/14,0.13,71
USC00513117,14/5/14,0,69
USC00513117,15/5/14,0,73
USC00513117,16/5/14,0.55,70
USC00513117,17/5/14,0.12,75
USC00513117,18/5/14,0.2,79
USC00513117,19/5/14,0,69
USC00513117,20/5/14,0.05,72
USC00513117,21/5/14,0,74
USC00513117,22/5/14,0,74
USC00513117,23/5/14,0.15,73
USC00513117,24/5/14,0.01,74
USC00513117,25/5/14,0.86,75
USC00513117,26/5/14,0.28,75
USC00513117,27/5/14,0.08,74
USC00513117,28/5/14,0.14,76
USC00513117,29/5/14,0.02,74
USC00513117,30/5/14,0.05,74
USC00513117,31/5/14,0.01,77
USC00513117,1/6/14,0,77
USC00513117,2/6/14,0,74
USC00513117,3/6/14,0,73
USC00513117,4/6/14,0,75
USC00513117,5/6/14,0,75
USC00513117,6/6/14,0.13,74
USC00513117,7/6/14,0.01,74
USC00513117,8/6/14,0.02,75
USC00513117,9/6/14,0.02,75
USC00513117,10/6/14,0.1,72
USC00513117,11/6/14,0.15,74
USC00513117,12/6/14,0,76
USC00513117,13/6/14,0,76
USC00513117,14/6/14,0,75
USC00513117,15/6/14,0.01,75
USC00513117,16/6/14,0.12,74
USC00513117,17/6/14,0.05,72
USC00513117,18/6/14,0.07,74
USC00513117,19/6/14,0,75
USC00513117,20/6/14,0.29,70
USC00513117,21/6/14,0.06,71
USC00513117,22/6/14,0.15,72
USC00513117,23/6/14,0.15,71
USC00513117,24/6/14,0.1,73
USC00513117,25/6/14,0.04,74
USC00513117,26/6/14,0.04,72
USC00513117,27/6/14,0.02,74
USC00513117,28/6/14,0.25,76
USC00513117,29/6/14,0.18,72
USC00513117,30/6/14,0.03,75
USC00513117,1/7/14,0.01,75
USC00513117,2/7/14,0.02,76
USC00513117,3/7/14,0.19,77
USC00513117,4/7/14,0.03,78
USC00513117,5/7/14,0.02,73
USC00513117,6/7/14,0.21,76
USC00513117,7/7/14,0.12,76
USC00513117,8/7/14,0.08,75
USC00513117,9/7/14,0.01,73
USC00513117,10/7/14,0.02,74
USC00513117,11/7/14,0.04,73
USC00513117,12/7/14,0.01,76
USC00513117,13/7/14,0.05,77
USC00513117,14/7/14,0.19,77
USC00513117,15/7/14,0.03,76
USC00513117,16/7/14,0.12,76
USC00513117,17/7/14,0.01,75
USC00513117,18/7/14,0.13,75
USC00513117,19/7/14,0,76
USC00513117,20/7/14,5.98,72
USC00513117,21/7/14,0.05,82
USC00513117,22/7/14,0.01,75
USC00513117,23/7/14,0.31,76
USC00513117,24/7/14,0,77
USC00513117,25/7/14,0,75
USC00513117,26/7/14,0.02,77
USC00513117,27/7/14,0.04,78
USC00513117,28/7/14,0,76
USC00513117,29/7/14,0,76
USC00513117,30/7/14,0,76
USC00513117,31/7/14,0,76
USC00513117,1/8/14,0,77
USC00513117,2/8/14,0.1,77
USC00513117,3/8/14,0,77
USC00513117,4/8/14,0,78
USC00513117,5/8/14,0,77
USC00513117,6/8/14,0.04,74
USC00513117,7/8/14,0.03,75
USC00513117,8/8/14,0.08,76
USC00513117,9/8/14,0.31,77
USC00513117,10/8/14,0.06,79
USC00513117,11/8/14,0,72
USC00513117,12/8/14,0,75
USC00513117,13/8/14,0.37,74
USC00513117,14/8/14,0,78
USC00513117,15/8/14,0.01,77
USC00513117,16/8/14,0.03,76
USC00513117,17/8/14,0,80
USC00513117,18/8/14,0.06,77
USC00513117,19/8/14,0,76
USC00513117,20/8/14,0.08,76
USC00513117,21/8/14,0.11,75
USC00513117,22/8/14,0.18,77
USC00513117,23/8/14,0.01,76
USC00513117,24/8/14,0.19,84
USC00513117,25/8/14,0.07,74
USC00513117,26/8/14,0.33,72
USC00513117,27/8/14,0.47,74
USC00513117,28/8/14,0.01,73
USC00513117,29/8/14,0.06,72
USC00513117,30/8/14,0.27,84
USC00513117,31/8/14,0.01,74
USC00513117,1/9/14,0.02,75
USC00513117,2/9/14,1.37,73
USC00513117,3/9/14,0.02,77
USC00513117,7/9/14,0.29,76
USC00513117,8/9/14,0,76
USC00513117,9/9/14,0.03,74
USC00513117,10/9/14,0.04,77
USC00513117,11/9/14,0,76
USC00513117,12/9/14,0.01,73
USC00513117,13/9/14,0,80
USC00513117,14/9/14,0,85
USC00513117,15/9/14,0.36,74
USC00513117,16/9/14,0,78
USC00513117,17/9/14,0.02,75
USC00513117,18/9/14,0.2,74
USC00513117,19/9/14,0.13,73
USC00513117,20/9/14,0.23,76
USC00513117,21/9/14,0,76
USC00513117,22/9/14,0.01,78
USC00513117,23/9/14,0.03,77
USC00513117,24/9/14,0,78
USC00513117,25/9/14,0.14,78
USC00513117,26/9/14,0.3,77
USC00513117,27/9/14,0.02,78
USC00513117,28/9/14,0.23,74
USC00513117,29/9/14,0.22,75
USC00513117,30/9/14,0.31,73
USC00513117,1/10/14,1.71,73
USC00513117,2/10/14,0.01,75
USC00513117,3/10/14,0.01,78
USC00513117,4/10/14,0.33,74
USC00513117,5/10/14,0.64,74
USC00513117,6/10/14,0.26,74
USC00513117,7/10/14,0,75
USC00513117,8/10/14,0.13,74
USC00513117,9/10/14,0.01,76
USC00513117,10/10/14,0.08,78
USC00513117,11/10/14,0.02,77
USC00513117,13/10/14,0,78
USC00513117,14/10/14,0,78
USC00513117,15/10/14,0.1,76
USC00513117,16/10/14,0.01,79
USC00513117,17/10/14,0.02,76
USC00513117,18/10/14,0.21,80
USC00513117,19/10/14,2.06,74
USC00513117,20/10/14,1.84,76
USC00513117,21/10/14,0,75
USC00513117,22/10/14,0.02,77
USC00513117,23/10/14,0,74
USC00513117,24/10/14,0.41,74
USC00513117,25/10/14,0.05,77
USC00513117,26/10/14,0,77
USC00513117,27/10/14,0,77
USC00513117,28/10/14,0.06,73
USC00513117,29/10/14,0,77
USC00513117,30/10/14,0.22,76
USC00513117,31/10/14,0.02,76
USC00513117,1/11/14,0.11,77
USC00513117,2/11/14,0.11,75
USC00513117,3/11/14,0.03,78
USC00513117,4/11/14,0,74
USC00513117,5/11/14,0.05,77
USC00513117,6/11/14,0.18,76
USC00513117,7/11/14,0.14,72
USC00513117,8/11/14,0.46,74
USC00513117,9/11/14,0,67
USC00513117,10/11/14,0,68
USC00513117,11/11/14,0,68
USC00513117,12/11/14,0.41,70
USC00513117,13/11/14,0,71
USC00513117,14/11/14,0.09,75
USC00513117,15/11/14,1.03,71
USC00513117,16/11/14,0.09,72
USC00513117,17/11/14,0,75
USC00513117,18/11/14,0,76
USC00513117,19/11/14,0.01,75
USC00513117,20/11/14,0.01,76
USC00513117,21/11/14,0.01,81
USC00513117,22/11/14,0,76
USC00513117,23/11/14,0,72
USC00513117,24/11/14,0.13,71
USC00513117,25/11/14,0.05,70
USC00513117,26/11/14,0.01,73
USC00513117,27/11/14,0,74
USC00513117,28/11/14,0.01,73
USC00513117,29/11/14,0.02,74
USC00513117,30/11/14,0.15,73
USC00513117,1/12/14,0,72
USC00513117,2/12/14,0,71
USC00513117,3/12/14,0.05,69
USC00513117,4/12/14,1.35,67
USC00513117,5/12/14,0.01,70
USC00513117,6/12/14,0,72
USC00513117,7/12/14,0,67
USC00513117,8/12/14,0,67
USC00513117,9/12/14,0,69
USC00513117,10/12/14,0,67
USC00513117,11/12/14,0.05,74
USC00513117,12/12/14,0.12,70
USC00513117,13/12/14,0.03,73
USC00513117,14/12/14,0.11,71
USC00513117,15/12/14,0,71
USC00513117,16/12/14,0.03,71
USC00513117,17/12/14,0.14,71
USC00513117,18/12/14,0.09,72
USC00513117,19/12/14,0.01,76
USC00513117,20/12/14,0,78
USC00513117,21/12/14,0,76
USC00513117,22/12/14,0,73
USC00513117,23/12/14,1.1,70
USC00513117,24/12/14,1.24,68
USC00513117,25/12/14,0.09,77
USC00513117,26/12/14,0,66
USC00513117,27/12/14,0,65
USC00513117,28/12/14,0,69
USC00513117,29/12/14,0,69
USC00513117,30/12/14,0,66
USC00513117,31/12/14,0.72,64
USC00513117,1/1/15,0.01,64
USC00513117,2/1/15,0.01,64
USC00513117,3/1/15,1.46,63
USC00513117,4/1/15,0.02,66
USC00513117,5/1/15,0,60
USC00513117,6/1/15,0.07,69
USC00513117,7/1/15,0,68
USC00513117,8/1/15,0,67
USC00513117,9/1/15,0,68
USC00513117,10/1/15,0.04,69
USC00513117,11/1/15,0,66
USC00513117,12/1/15,0,64
USC00513117,13/1/15,0,64
USC00513117,14/1/15,0,68
USC00513117,15/1/15,0,69
USC00513117,16/1/15,0.01,71
USC00513117,17/1/15,0,70
USC00513117,18/1/15,0,69
USC00513117,19/1/15,0,70
USC00513117,20/1/15,0,67
USC00513117,21/1/15,0,68
USC00513117,22/1/15,0,67
USC00513117,23/1/15,0,74
USC00513117,24/1/15,0.09,69
USC00513117,25/1/15,0.46,67
USC00513117,26/1/15,0.73,70
USC00513117,27/1/15,0.01,71
USC00513117,28/1/15,0.09,68
USC00513117,29/1/15,0,72
USC00513117,30/1/15,0.02,65
USC00513117,31/1/15,0,66
USC00513117,1/2/15,0,66
USC00513117,2/2/15,0,72
USC00513117,3/2/15,0,77
USC00513117,4/2/15,0.77,74
USC00513117,5/2/15,0,70
USC00513117,6/2/15,0,68
USC00513117,7/2/15,0,65
USC00513117,8/2/15,0,62
USC00513117,9/2/15,0,74
USC00513117,10/2/15,0.1,70
USC00513117,11/2/15,0,70
USC00513117,12/2/15,0,65
USC00513117,13/2/15,0,73
USC00513117,14/2/15,0.13,76
USC00513117,15/2/15,0.8,61
USC00513117,16/2/15,0,64
USC00513117,17/2/15,0,68
USC00513117,18/2/15,0,68
USC00513117,19/2/15,0,70
USC00513117,20/2/15,0.02,70
USC00513117,21/2/15,0.76,69
USC00513117,22/2/15,0,70
USC00513117,23/2/15,0,73
USC00513117,24/2/15,0,71
USC00513117,25/2/15,0,72
USC00513117,26/2/15,0.06,71
USC00513117,27/2/15,0.08,70
USC00513117,28/2/15,0.25,69
USC00513117,1/3/15,0.27,72
USC00513117,2/3/15,0.04,72
USC00513117,3/3/15,0.02,73
USC00513117,4/3/15,0.06,72
USC00513117,5/3/15,0.52,69
USC00513117,6/3/15,0.06,68
USC00513117,7/3/15,0,68
USC00513117,8/3/15,0.01,65
USC00513117,9/3/15,0,64
USC00513117,10/3/15,0.03,63
USC00513117,11/3/15,0,65
USC00513117,12/3/15,0,65
USC00513117,13/3/15,0.02,62
USC00513117,14/3/15,0,67
USC00513117,15/3/15,0,69
USC00513117,16/3/15,0.01,65
USC00513117,17/3/15,0,63
USC00513117,18/3/15,0,65
USC00513117,19/3/15,0,67
USC00513117,20/3/15,0.11,70
USC00513117,21/3/15,0.08,71
USC00513117,22/3/15,0.05,73
USC00513117,23/3/15,0,72
USC00513117,24/3/15,0,68
USC00513117,25/3/15,0.02,69
USC00513117,26/3/15,0.06,70
USC00513117,27/3/15,0,71
USC00513117,28/3/15,0,74
USC00513117,29/3/15,0.38,73
USC00513117,30/3/15,0.02,71
USC00513117,31/3/15,0.6,70
USC00513117,1/4/15,0.24,73
USC00513117,2/4/15,0.01,73
USC00513117,3/4/15,0,74
USC00513117,4/4/15,0,74
USC00513117,5/4/15,0.06,74
USC00513117,6/4/15,0,72
USC00513117,7/4/15,0,73
USC00513117,8/4/15,0.19,72
USC00513117,9/4/15,0.03,72
USC00513117,10/4/15,0,71
USC00513117,11/4/15,0,74
USC00513117,12/4/15,0.09,73
USC00513117,13/4/15,0.03,72
USC00513117,14/4/15,0.01,73
USC00513117,15/4/15,0.05,74
USC00513117,16/4/15,0.04,72
USC00513117,17/4/15,0.01,73
